keap1_mutant,oof_probability
0.000000000000000000e+00,1.768773335999275220e-01
0.000000000000000000e+00,2.780735232379670796e-01
1.000000000000000000e+00,5.022621198953587385e-01
0.000000000000000000e+00,2.152157070650454196e-01
0.000000000000000000e+00,7.861074424308704678e-02
0.000000000000000000e+00,1.718098997237408887e-01
0.000000000000000000e+00,1.866198803761217606e-01
0.000000000000000000e+00,6.719361136844487215e-02
1.000000000000000000e+00,6.314747931935192904e-01
0.000000000000000000e+00,6.605572930736258730e-02
0.000000000000000000e+00,1.864628460957707401e-01
0.000000000000000000e+00,1.738811557243530870e-01
0.000000000000000000e+00,2.089056112018033151e-01
1.000000000000000000e+00,3.655978650854430079e-01
0.000000000000000000e+00,1.801951678843689286e-01
0.000000000000000000e+00,2.081539924713198542e-01
1.000000000000000000e+00,3.605237983267088886e-01
0.000000000000000000e+00,3.361589554643645145e-02
0.000000000000000000e+00,1.902097148403382454e-01
0.000000000000000000e+00,1.684145556758867568e-01
